-2.180268984001979149e+01,-1.834856830045609399e+01,-1.460357982711491154e+01,-3.893926924238188203e+00,1.118899822828264834e-02
-2.971505328387742395e+01,-2.426104895775604220e+01,-1.377293819004777120e+01,-2.556824118021664649e+00,-9.890026790588314978e-03
-3.263752555493442742e+01,-2.646215385718391389e+01,-1.379778629039089211e+01,-2.792243387004511135e+00,-1.766625916831985471e-02
-3.034444133900638718e+01,-2.476158982897846528e+01,-1.338564500868012175e+01,-3.039508225711633926e+00,-4.125972894781746413e-03
-2.985105082563178414e+01,-2.432263826664406636e+01,-1.449946233266862983e+01,-4.167738038249867216e+00,-2.330081975123629578e-02
-3.662771201950908306e+01,-2.931452240074736793e+01,-1.315064615810472226e+01,-1.531935328175441535e+00,-4.523025355645525492e-02
-2.160951715166297760e+01,-1.823443449289872476e+01,-1.440694731423353758e+01,-3.809015880311805713e+00,-9.614661559348154640e-03
-2.252937227637309903e+01,-1.887832765472481711e+01,-1.507062049223920752e+01,-5.936640213941734245e+00,-7.545184957468460338e-03
-2.233280862481426965e+01,-1.875645807073949101e+01,-1.415852734244734101e+01,-4.635971277361854881e+00,1.087683854857130969e-02
-2.543292821120220992e+01,-2.085585647246960050e+01,-1.430752613163552844e+01,-6.623799035414290159e+00,7.907878025452738787e-04
-3.238819639776710346e+01,-2.604652759130323503e+01,-1.435827792112218404e+01,-4.933434369121894925e+00,-1.684217532465568518e-02
-3.409678170361041083e+01,-2.748646546770734744e+01,-1.375779135310137313e+01,-3.240917424958356552e+00,-5.067262122259848234e-02
-2.110391459587750518e+01,-1.758789312245944458e+01,-1.357795146726676805e+01,-7.475765357731771310e+00,-4.466799592264945190e-02
-3.167789521318612955e+01,-2.558881758061829004e+01,-1.402527373270709354e+01,-4.511821285809173965e+00,-3.846039256160513342e-02
-3.420799369947491897e+01,-2.761403328463160989e+01,-1.374189766808336799e+01,-2.756858767146761480e+00,-1.257314124043833019e-02
-3.295669623918622904e+01,-2.670207053992454149e+01,-1.479465076506419052e+01,-2.817748199479671811e+00,-2.311309353724069066e-02
-2.938941696610855558e+01,-2.394155107070632482e+01,-1.466912927938894384e+01,-4.164936680725445761e+00,-1.760183767630762314e-02
-2.904962090465808799e+01,-2.360530671514428747e+01,-1.421957731560775429e+01,-3.789001069696025681e+00,-3.313187848005740704e-02
-3.271318425010167630e+01,-2.645374817568798420e+01,-1.405147753781302278e+01,-3.949361730535525083e+00,-2.098534838182140871e-02
-3.407183563581324393e+01,-2.751503792880235011e+01,-1.489763324392689192e+01,-4.066284098083077225e+00,-2.631483720000055496e-02
-3.050066699208534260e+01,-2.469733467257509218e+01,-1.368315402394238056e+01,-3.932729063761390975e+00,-2.431264641022062509e-02
-2.915651799888270190e+01,-2.373744632789509623e+01,-1.415582704323697527e+01,-3.212952200276491865e+00,-3.275183679146208976e-02
-3.068836733119039195e+01,-2.479910119628330634e+01,-1.429953851623114502e+01,-3.137666947708261045e+00,-2.858051913601393143e-02
-3.314620558769334480e+01,-2.659535139813352345e+01,-1.388013720122003924e+01,-2.547278243514000895e+00,-4.743547922444669995e-02
