2.556591621704093242e+01,-2.367115440487831179e+01,2.020081647009297043e+00,1.768656050607084973e+00,-3.257528469175162922e+00,3.350612983561501945e+00,-2.488331889882535286e+00,1.957713058930393435e-01,1.492358911646475272e-01
2.815431656212400924e+01,-2.570910235567209767e+01,1.830139421283737411e+00,1.812684445513384146e+00,-3.422159513021641786e+00,3.263200291649742013e+00,-2.928067950768783678e+00,1.889069537172072266e-01,1.392597976851231989e-01
3.061017296224497031e+01,-2.778766509135709128e+01,1.796139285275351494e+00,1.768148560883655795e+00,-3.254638180770562439e+00,3.179726352538610801e+00,-2.759055618499106188e+00,1.865147472306684928e-01,1.367282252443808299e-01
3.169753209539688399e+01,-2.866305082035952623e+01,1.719678475516778215e+00,1.805265884158515632e+00,-3.350336623117409651e+00,3.265844769342117093e+00,-2.842173498422969846e+00,1.899685775696725309e-01,1.375702328610912684e-01
2.846508515917582827e+01,-2.609778347573150015e+01,1.550035226005167965e+00,1.907025391192299191e+00,-3.399483155294507064e+00,3.290421115913322758e+00,-2.911299706528826636e+00,2.036013769684534014e-01,1.518502337123049939e-01
2.956657295743458747e+01,-2.696818041311580672e+01,1.732429324583123931e+00,1.890116504234564454e+00,-3.397218674466714550e+00,3.341441861348845688e+00,-2.999127253856217479e+00,1.973233962211065617e-01,1.454018226848252660e-01
3.906309564586502603e+01,-3.506326092416251328e+01,2.023948286538465702e+00,1.649363794835536856e+00,-2.712982693265969747e+00,2.925997584124193640e+00,-2.007741538587788366e+00,1.900118640779363544e-01,1.377887706327129425e-01
2.201308542904965648e+01,-2.020884862759599088e+01,2.639612628224554225e+00,1.788074647336451273e+00,-3.391827781129834740e+00,2.861997680411276779e+00,-3.013059247486964853e+00,1.815301204995856954e-01,1.334798447853154102e-01
2.351442184488630716e+01,-2.162590763154789997e+01,2.040362796752170915e+00,1.775784857052807197e+00,-3.368541601048347545e+00,3.304457901574582301e+00,-2.713107859931011667e+00,1.899093265747757164e-01,1.404361403420397447e-01
3.249959374040864191e+01,-2.918958451429487866e+01,1.565145973730853735e+00,1.829404840274652777e+00,-3.584557781595979264e+00,3.143725464253608326e+00,-2.965177633039705274e+00,1.901616734330332514e-01,1.347374191064192317e-01
2.715436132406885505e+01,-2.487189157259954086e+01,1.806285531815372991e+00,1.880709710924744815e+00,-3.320290604842593307e+00,3.324188147845819508e+00,-2.817786734350061106e+00,2.031823795032182689e-01,1.500094482990028399e-01
2.881028980326558653e+01,-2.630734405079072147e+01,1.651562853626439509e+00,1.986653979960067540e+00,-3.027642846821437139e+00,3.209052032229218199e+00,-2.948612351822113453e+00,2.070946870606459878e-01,1.517783925522629696e-01
2.868004405285884673e+01,-2.621533406466638993e+01,2.213050494068988794e+00,2.125694425440990187e+00,-3.531781590253007419e+00,3.382932819647375133e+00,-3.450271730975290829e+00,2.127937036588062325e-01,1.550390506300710625e-01
3.202100131826115614e+01,-2.872540940563130718e+01,1.950818939822021481e+00,1.667660096826392824e+00,-3.252912163342907448e+00,2.894051967370265377e+00,-2.357308042234578682e+00,1.790410156535844344e-01,1.271225139494298884e-01
2.974450611061590521e+01,-2.699260175159935926e+01,2.128826022020499753e+00,1.726498596170339628e+00,-3.329700720787879931e+00,2.918779587317302582e+00,-2.527652397247701632e+00,1.898526243052888474e-01,1.381850253335839829e-01
2.625506070587766061e+01,-2.394149872761445863e+01,1.688219680345532270e+00,1.745298079279056669e+00,-3.407136384083300218e+00,3.285034914675861284e+00,-2.659564725997934254e+00,1.861875315521052676e-01,1.365865582090660391e-01
3.226239920131403949e+01,-2.922607941317058788e+01,2.082170189020709383e+00,1.905588516031871071e+00,-3.579026207529703907e+00,3.225485524629472689e+00,-2.900002050496503170e+00,2.010506744668641987e-01,1.451696817968765318e-01
2.473380450759835725e+01,-2.272379078103131533e+01,1.773655837022565462e+00,1.879296048520487261e+00,-3.598905549461561826e+00,3.283079094830924305e+00,-2.794240390148082565e+00,1.982576336178832055e-01,1.458733946155238437e-01
2.684625991050208427e+01,-2.446011995175155462e+01,2.437995964667205140e+00,1.862652730121583389e+00,-3.476341349748138132e+00,2.450248889852127299e+00,-3.275029383362655810e+00,1.903352281289878711e-01,1.373137226211193496e-01
2.597079594181414919e+01,-2.379227140186562650e+01,1.882327296247350734e+00,1.972101205531049395e+00,-3.575914676542160553e+00,3.234288651200014630e+00,-3.050914979264192972e+00,2.032125697759451510e-01,1.485701148573839725e-01
3.040652516806739314e+01,-2.762140608396092389e+01,1.472909136927838869e+00,2.022797643677257007e+00,-3.661706811913608917e+00,3.338285246857122690e+00,-3.233073621348608651e+00,2.048209077900911834e-01,1.478828286397729508e-01
2.597287211714357724e+01,-2.377325454405475824e+01,2.257364802689058703e+00,1.667022039263516886e+00,-3.377044127646279481e+00,2.757679595323911492e+00,-2.652563878121281249e+00,1.799860493428614427e-01,1.337112525383903627e-01
3.073988839196467637e+01,-2.798056702030073950e+01,2.335362673174171011e+00,1.904263839750178322e+00,-3.621253955454159623e+00,3.055446809842634170e+00,-2.855637908751881060e+00,2.069954631005424539e-01,1.513116629571460148e-01
2.812543233654085739e+01,-2.569242105142922838e+01,1.780831270473241190e+00,1.872689734854273702e+00,-3.510346990939051448e+00,3.301232512901690619e+00,-2.984496925407936541e+00,1.966622553302553589e-01,1.445107902518284748e-01
2.959797699985272601e+01,-2.697908000978898002e+01,2.568839639869760383e+00,2.077006007982869384e+00,-3.685616339457034929e+00,2.932587389906710307e+00,-3.622925052187182970e+00,2.056935033763600540e-01,1.485427655477921105e-01
2.327184828902443314e+01,-2.144984755533544174e+01,2.377551305199294251e+00,1.596560251772249250e+00,-2.372992681962413197e+00,2.403973687955382577e+00,-2.018673426474001165e+00,1.789040346179432139e-01,1.359094364710589919e-01
3.055212575572828015e+01,-2.769895291327524234e+01,2.095951085752830068e+00,1.588277548557704977e+00,-2.269278430542516656e+00,2.575307067951285500e+00,-1.829253716732227586e+00,1.871818379083073636e-01,1.383273434166077398e-01
2.678346680048384698e+01,-2.450440442245061590e+01,1.902050432477590647e+00,1.869737418727476008e+00,-2.905524904686686227e+00,3.052425851077003927e+00,-2.734101088461189377e+00,1.986549269997182898e-01,1.470024135794591735e-01
2.797676380571214949e+01,-2.553758735554231052e+01,2.465411069474539474e+00,1.980887815087413628e+00,-3.350749023764747037e+00,3.074922436019793093e+00,-3.189760372217791851e+00,2.024300960420755691e-01,1.483683514428370820e-01
2.635848933250714765e+01,-2.411917921602782044e+01,2.257469427346024293e+00,2.024916312700755228e+00,-3.458740333306260517e+00,3.200223461785169476e+00,-3.476546614724561390e+00,1.984682120518147519e-01,1.452768569613964444e-01
2.784444474728924490e+01,-2.539487025419645860e+01,1.715986200836333797e+00,1.934976730210749007e+00,-3.452918148550681465e+00,3.284687108807218703e+00,-3.152105284276085051e+00,2.007961010082740527e-01,1.462922305591133898e-01
3.117243224437918059e+01,-2.820101849956588325e+01,1.490910845698868226e+00,1.869771366645144317e+00,-3.426476151215376298e+00,3.313838012979767988e+00,-2.958977703254102920e+00,1.946902369855782189e-01,1.402908514641017512e-01
2.748985728474515255e+01,-2.517144817342489205e+01,1.916586051298057258e+00,2.008298731760155054e+00,-3.402711174771269498e+00,3.012535569130734725e+00,-3.376712055462554485e+00,2.003225763688939731e-01,1.473964086350366964e-01
2.882570976556042908e+01,-2.626211787770440154e+01,1.637674493314784430e+00,1.963356949388273653e+00,-3.453284025719936423e+00,3.289258658715598749e+00,-3.075665767989886668e+00,1.998425936733238539e-01,1.446758377037233034e-01
2.537981208013800938e+01,-2.341665613322407324e+01,1.536855421209463390e+00,1.687404829409931750e+00,-2.791653124940997266e+00,2.972674941543776761e+00,-2.046290778907604135e+00,1.956843627435731758e-01,1.478000242594988134e-01
3.085202478054748809e+01,-2.803075911512370411e+01,1.756075514277708027e+00,1.866673580670654253e+00,-3.382790051480464300e+00,3.339106179321416512e+00,-2.814580955883599245e+00,2.001063765618229517e-01,1.462783915694385595e-01
2.616068171089577277e+01,-2.399211143851202976e+01,1.933584958385435870e+00,1.788589649525854863e+00,-3.358130156909844732e+00,3.138460555657049955e+00,-2.829963785209100635e+00,1.897938354760966007e-01,1.404992804333510537e-01
2.649132593806067604e+01,-2.438630010293993067e+01,2.294850953338700705e+00,1.918872427561569172e+00,-3.205675894164923267e+00,2.643240517454263472e+00,-3.049718851932963215e+00,2.045473728962672322e-01,1.540861633989091262e-01
2.889261171823283547e+01,-2.621576007696449295e+01,2.035562710545128162e+00,1.816212077706230943e+00,-3.158418939458288222e+00,2.614103240523598881e+00,-2.903299232563219867e+00,1.911302488418298029e-01,1.395471327310389142e-01
3.066981596808112798e+01,-2.774508428808651317e+01,2.103793559822601189e+00,1.765093101970029110e+00,-3.273702593975048369e+00,3.099812912508274731e+00,-2.543669775357741081e+00,1.948612180244174708e-01,1.429190009586871479e-01
3.045129982097194343e+01,-2.776040948739912295e+01,1.586483986055086781e+00,1.914593028981238509e+00,-3.551933835698715569e+00,3.040236388840437787e+00,-2.730833710429368733e+00,2.080243230031190160e-01,1.523989883783177235e-01
2.633038645438817227e+01,-2.412221008489350993e+01,2.093696912621434869e+00,1.959239373453507183e+00,-3.653782825150244218e+00,2.721579969921128495e+00,-3.442616942095768628e+00,1.961833408667491840e-01,1.426822787835660133e-01
2.585001442857670284e+01,-2.367455498725811580e+01,2.569091974681112500e+00,1.868728632770658038e+00,-3.447041463442534592e+00,2.469260827200632669e+00,-3.213400259122112690e+00,1.945181800181141341e-01,1.428384666938371517e-01
2.799137017844186204e+01,-2.560496226138383591e+01,1.732104064069572402e+00,1.861677458593509638e+00,-3.603802364511624834e+00,3.104298463747271253e+00,-2.806693003644552320e+00,1.997602355620693715e-01,1.477865985478307720e-01
2.484713700227183253e+01,-2.278829855037670882e+01,1.996202157334059146e+00,1.847620550418447305e+00,-3.739748740981256425e+00,3.301747450147801022e+00,-3.035492176949547982e+00,1.910115577055963298e-01,1.404662298828245892e-01
2.569076659005192553e+01,-2.357337003417623578e+01,2.292539897064845622e+00,1.875476930819806931e+00,-3.547022057620274005e+00,3.371864233293429880e+00,-3.013513822827328159e+00,1.973565048562701263e-01,1.455193278140062829e-01
2.370162180704997468e+01,-2.193600761058414861e+01,1.490623831238064412e+00,1.764506027551856038e+00,-3.227137031828025471e+00,3.211313490415157013e+00,-2.607047124320193365e+00,1.925161003822724037e-01,1.450313772827715453e-01
